prob,err,trno,half,half_str,phase,phase_str,ta,sa,specID,id,contingency
0.005,-0.0719230769230769,13,1,first,2,ext,37,32,ss33_bl7525,ss33,75/25
0.005,-0.0664285714285714,14,1,first,2,ext,37,32,ss33_bl7525,ss33,75/25
0.005,-0.128333333333333,15,1,first,2,ext,37,32,ss33_bl7525,ss33,75/25
0.005,-0.0664285714285714,-5,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.005,-0.128333333333333,-4,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.43,0.305,-3,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.02,-0.156470588235294,-2,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.05,-0.172222222222222,-1,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.66,-0.14,1,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.9,0.0875,2,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.91,0.145294117647059,3,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.65,-0.127777777777778,4,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.82,0.0305263157894736,5,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.81,0.01,6,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.86,0.0980952380952381,7,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.47,-0.302727272727273,8,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.895,0.112391304347826,9,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.99,0.198333333333333,10,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.935,0.175,11,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.72,-0.0492307692307693,12,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
NaN,NaN,13,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
NaN,NaN,14,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
NaN,NaN,15,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.895,0.112391304347826,-5,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.99,0.198333333333333,-4,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.935,0.175,-3,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.72,-0.0492307692307693,-2,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.94,0.199259259259259,-1,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.93,0.719473684210526,1,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.93,0.73,2,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.61,0.41952380952381,3,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.79,0.608181818181818,4,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.86,0.642608695652174,5,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.96,0.751666666666667,6,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.63,0.43,7,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.78,0.587692307692308,8,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.47,0.284814814814815,9,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.12,-0.0585714285714286,10,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.08,-0.126896551724138,11,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.1,-0.1,12,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
NaN,NaN,13,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
NaN,NaN,14,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
NaN,NaN,15,2,second,2,ext,37,32,ss33_bl7525,ss33,75/25
0.47,0.284814814814815,-5,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.12,-0.0585714285714286,-4,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.08,-0.126896551724138,-3,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.1,-0.1,-2,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.23,0.00419354838709679,-1,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.28,-0.434285714285714,1,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.005,-0.684655172413793,2,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.01,-0.656666666666667,3,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.01,-0.66741935483871,4,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.19,-0.4975,5,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.005,-0.691969696969697,6,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.65,-0.0558823529411765,7,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.81,0.0957142857142858,8,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.93,0.207777777777778,9,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.81,0.0802702702702703,10,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.81,0.0994736842105264,11,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.89,0.172051282051282,12,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.8,0.0750000000000001,13,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.79,0.0826829268292684,14,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
0.29,-0.424285714285714,15,2,second,1,acq,37,32,ss33_bl7525,ss33,75/25
NaN,NaN,-5,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
NaN,NaN,-4,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
NaN,NaN,-3,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
NaN,NaN,-2,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
NaN,NaN,-1,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.99,0.99,1,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.93,0.93,2,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.52,0.52,3,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.18,0.18,4,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.16,0.16,5,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.17,0.17,6,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.26,0.26,7,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.15,0.15,8,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.08,0.08,9,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.11,0.11,10,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.12,0.12,11,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.2,0.2,12,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.13,0.13,13,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.09,0.09,14,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.03,0.03,15,1,first,2,ext,37,32,ss33_bl9010,ss33,90/10
0.02,0.02,-5,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.07,0.07,-4,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.09,0.09,-3,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.065,0.015,-2,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.51,0.462380952380952,-1,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.13,-0.693529411764706,1,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.7,-0.133333333333333,2,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.87,0.0278947368421053,3,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.85,0,4,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.86,0.00285714285714289,5,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.82,-0.0436363636363637,6,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.77,-0.0995652173913043,7,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.86,-0.015,8,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.97,0.09,9,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.98,0.0953846153846154,10,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.79,-0.0988888888888888,11,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.87,-0.0228571428571429,12,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.91,0.013448275862069,13,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.94,0.0399999999999999,14,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.93,0.0267741935483872,15,1,first,1,acq,37,32,ss33_bl9010,ss33,90/10
0.93,0.0267741935483872,-5,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.8,-0.10625,-4,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.9,-0.00909090909090904,-3,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.86,-0.0517647058823529,-2,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.88,-0.00571428571428567,-1,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.86,0.814545454545455,1,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.83,0.786521739130435,2,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.4,0.358333333333333,3,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.83,0.79,4,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.8,0.761538461538462,5,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.3,0.262962962962963,6,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.29,0.254285714285714,7,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.2,0.16551724137931,8,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.1,0.0666666666666667,9,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.31,0.277741935483871,10,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.37,0.33875,11,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.32,0.28969696969697,12,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.24,0.210588235294118,13,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.185,0.127857142857143,14,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
NaN,NaN,15,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.37,0.33875,-5,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.32,0.28969696969697,-4,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.24,0.210588235294118,-3,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.185,0.127857142857143,-2,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.24,0.184444444444444,-1,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.29,-0.598888888888889,1,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.84,-0.0518918918918919,2,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.78,-0.114736842105263,3,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.875,-0.0224358974358975,4,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.91,0.035,5,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.45,-0.428048780487805,6,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.88,0.0228571428571429,7,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.7,-0.16046511627907,8,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.84,-0.0236363636363637,9,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.76,-0.106666666666667,10,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.95,0.0804347826086956,11,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.86,-0.0123404255319149,12,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.49,-0.364166666666667,13,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.91,0.0528571428571429,14,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.93,0.0700000000000001,15,2,second,1,acq,37,32,ss33_bl9010,ss33,90/10
0.49,-0.375384615384615,-5,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.49,-0.377924528301887,-4,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.6,-0.27037037037037,-3,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.48,-0.392727272727273,-2,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.72,-0.155,-1,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.77,0.715945945945946,1,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.39,0.337368421052632,2,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.25,0.198717948717949,3,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.2,0.15,4,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.14,0.091219512195122,5,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.16,0.112380952380952,6,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.16,0.113488372093023,7,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.11,0.0645454545454545,8,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.095,0.0505555555555556,9,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.07,0.0265217391304348,10,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
0.14,0.0761702127659575,11,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
NaN,NaN,12,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
NaN,NaN,13,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
NaN,NaN,14,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
NaN,NaN,15,2,second,2,ext,37,32,ss33_bl9010,ss33,90/10
NaN,NaN,-5,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
NaN,NaN,-4,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
NaN,NaN,-3,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
NaN,NaN,-2,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
NaN,NaN,-1,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.6,0.6,1,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.09,0.09,2,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.1,-0.233333333333333,3,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.12,-0.13,4,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.21,-0.19,5,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.4,0.0666666666666667,6,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.3,-0.128571428571429,7,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.5,0.125,8,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.54,0.206666666666667,9,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.27,-0.13,10,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.1,-0.263636363636364,11,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.155,-0.481363636363636,12,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.29,-0.376666666666667,13,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.81,0.117692307692308,14,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.8,0.0857142857142857,15,1,first,2,ext,53,54,ss34_bl6040,ss34,60/40
0.3,-0.128571428571429,-5,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.5,0.125,-4,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.54,0.206666666666667,-3,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.27,-0.13,-2,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.1,-0.263636363636364,-1,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.155,-0.481363636363636,1,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.29,-0.376666666666667,2,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.81,0.117692307692308,3,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.8,0.0857142857142857,4,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.88,0.213333333333333,5,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.9,0.2125,6,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.82,0.172941176470588,7,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.25,-0.361111111111111,8,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.14,-0.438947368421053,9,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.14,-0.46,10,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.3,-0.271428571428571,11,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.26,-0.330909090909091,12,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
NaN,NaN,13,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
NaN,NaN,14,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
NaN,NaN,15,1,first,1,acq,53,54,ss34_bl6040,ss34,60/40
0.14,-0.438947368421053,-5,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.14,-0.46,-4,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.3,-0.271428571428571,-3,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.26,-0.330909090909091,-2,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.5,-0.108695652173913,-1,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.49,0.156666666666667,1,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.45,0.142307692307692,2,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.17,-0.115714285714286,3,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.16,-0.106666666666667,4,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.12,-0.1925,5,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.12,-0.174117647058824,6,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.1,-0.177777777777778,7,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.11,-0.205789473684211,8,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.08,-0.22,9,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.2,-0.133333333333333,10,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.25,-0.0681818181818182,11,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.2,-0.104347826086957,12,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.21,-0.0816666666666667,13,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.14,-0.18,14,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
NaN,NaN,15,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.25,-0.0681818181818182,-5,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.2,-0.104347826086957,-4,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.21,-0.0816666666666667,-3,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.14,-0.18,-2,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.05,-0.296153846153846,-1,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.48,-0.145,1,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.78,0.14,2,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.71,0.0561538461538461,3,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.73,0.0633333333333334,4,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.8,0.157142857142857,5,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.28,-0.375172413793103,6,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.82,0.153333333333333,7,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.79,0.11258064516129,8,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.8,0.1125,9,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.82,0.153333333333333,10,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.78,0.132941176470588,11,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.15,-0.507142857142857,12,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.74,0.0733333333333334,13,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.79,0.141351351351351,14,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.49,-0.141578947368421,15,2,second,1,acq,53,54,ss34_bl6040,ss34,60/40
0.74,0.0733333333333334,-5,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.79,0.141351351351351,-4,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.49,-0.141578947368421,-3,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.13,-0.485384615384615,-2,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.14,-0.485,-1,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.26,-0.0733333333333333,1,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.29,-0.0314285714285715,2,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.24,-0.0703448275862069,3,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.24,-0.06,4,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.18,-0.14258064516129,5,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.11,-0.2025,6,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.11,-0.223333333333333,7,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.19,-0.133529411764706,8,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.11,-0.232857142857143,9,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.21,-0.123333333333333,10,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.12,-0.204324324324324,11,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.11,-0.205789473684211,12,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.155,-0.178333333333333,13,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.09,-0.235,14,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
0.15,-0.191463414634146,15,2,second,2,ext,53,54,ss34_bl6040,ss34,60/40
NaN,NaN,-5,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
NaN,NaN,-4,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
NaN,NaN,-3,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
NaN,NaN,-2,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
NaN,NaN,-1,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.88,0.88,1,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.61,0.11,2,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.56,-0.106666666666667,3,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.72,0.22,4,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.72,0.12,5,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.82,0.32,6,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.29,-0.138571428571429,7,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.26,-0.115,8,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.04,-0.293333333333333,9,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.75,0.35,10,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.76,0.396363636363636,11,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.64,0.223333333333333,12,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.73,0.345384615384615,13,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.5,0.0714285714285715,14,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.51,0.11,15,1,first,2,ext,53,54,ss34_bl7525,ss34,75/25
0.51,0.135,-5,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.45,0.0970588235294118,-4,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.23,-0.103333333333333,-3,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.22,-0.0957894736842105,-2,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.5,0.2,-1,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.29,-0.376666666666667,1,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.13,-0.5575,2,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.22,-0.427058823529412,3,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.23,-0.436666666666667,4,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.505,-0.179210526315789,5,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.16,-0.54,6,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.7,0.0333333333333333,7,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.57,-0.111818181818182,8,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.67,-0.0256521739130434,9,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.62,-0.0883333333333334,10,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.76,0.04,11,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
NaN,NaN,12,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
NaN,NaN,13,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
NaN,NaN,14,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
NaN,NaN,15,1,first,1,acq,53,54,ss34_bl7525,ss34,75/25
0.57,-0.111818181818182,-5,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.67,-0.0256521739130434,-4,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.62,-0.0883333333333334,-3,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.76,0.04,-2,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.86,0.129230769230769,-1,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.81,0.524285714285714,1,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.69,0.417272727272727,2,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.22,-0.0843478260869565,3,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.49,0.156666666666667,4,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.71,0.39,5,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.62,0.312307692307692,6,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.24,-0.0562962962962963,7,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.06,-0.225714285714286,8,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.09,-0.185862068965517,9,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.08,-0.186666666666667,10,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.05,-0.240322580645161,11,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
0.2,-0.08125,12,2,second,2,ext,53,54,ss34_bl7525,ss34,75/25
